id,processed_content
4649,sandoz ag lt sanz year 1986 group 1986 net profit 541 mln swiss franc 529 mln dividend 105 franc 250 franc nomin share 100 21 franc 50 franc nomin particip certif 20 group turnov 8 36 billion franc 8 45 billion cash flow 956 mln franc 941 mln parent compani net profit 153 8 mln franc 135 3 mln
4650,india countertrad deal malaysian palm oil india partial cover cost malaysian palm oil import a countertrad deal involv construct bridg valu 20 mln dlr indian trade sourc told reuter malaysia agre oil bridg deal octob india longer buy 700 000 tonn palm oil a year trade deficit malaysia agre barter palm oil 30 mln dlr hydroelectr equip interest countertrad indian iron ore wheat good servic
4652,alusuiss group 1986 net loss 688 mln swiss franc loss 756 mln alusuiss group 1986 net loss 688 mln swiss franc loss 756 mln
4654,bank japan call long term effort trade short term effect foreign exchang rate movement correct intern trade imbal appear wane long term effort requir cut japan chronic depend extern demand bank japan a monthli report japan trade surplu nomin term remain high futur central bank fundament adjust need long japan hope benefit a intern alloc resourc maintain free trade system ad
4656,london float rate note price open sharpli lower dealer london float rate note price open sharpli lower dealer
4657,alusuiss lt aluz year 1986 net loss 688 mln swiss franc loss 756 mln gross sale 5 93 billion 8 51 billion oper incom 198 mln franc 256 mln net extraordinari charg 592 mln 472 mln note compani plan 50 pct capit reduct bank convert 300 mln franc credit facil subordin loan plan capit increas compani full schweizerisch aluminium ag
4658,opec deliber 15 8 mln barrel ceil defend price subroto opec deliber 15 8 mln barrel ceil defend price subroto
4659,counti increas tesco stake hillard lt counti act concert tesco plc lt tsco 151 4 mln stg supermarket chain oper lt hillard plc purchas 300 000 hillard ordinari share 316p share a statement purchas made counti 10 march repres 4 8 pct hillard issu ordinari share capit tesco offer made march 10 valu hillard ordinari share 305 5p a 37 6 pct premium previou day close price a cash altern 290 55p made
4660,african produc price inflat fall sharpli south african year year produc price inflat fell 14 9 pct januari 16 4 pct decemb central statist offic figur show item index base 1980 rose a monthli 0 8 pct januari 233 9 rise 0 8 pct decemb 232 1 a year ago index stood 203 6 year year produc price inflat 22 2 pct
4662,subroto see oil market continu bullish indonesian energi minist subroto see oil market continu bullish underli demand expect rise year told a press confer jakarta end a day meet south east asian energi minist price stabil 18 dlr a barrel sentiment market bullish continu demand fourth quarter subroto ask prospect oil price stabilis 18 dlr a turbul spot price fluctuat offici price remain 18 dlr ad
4664,opec defend 18 dlr price subroto indonesian energi minist subroto opec deliber product ceil 15 8 mln barrel defend 18 dlr a barrel price target told report energi confer jakarta opec decid maintain price level 18 dlr deliber defend price opec product 15 8 mln moment state ask opec increas product price 18 dlr a barrel decid opec meet june discuss market situat ad a meet opec differenti committe postpon meet elabor committe origin due meet vienna week
4665,japan reject object fairchild sale a foreign ministri offici dismiss argument made senior govern offici seek block sale a microchip maker a japanes firm link complet unrel issu shuichi takemoto foreign ministri north american divis told reuter commerc secretari malcolm baldrig ask white hous block sale lt fairchild semiconductor corp japan fujitsu lt itsu offici yesterday baldrig express concern sale leav militari depend a foreign compani vital high technolog equip pentagon offici defenc secretari caspar weinberg oppos sale offici sale give fujitsu a power role market supercomput japan supercomput market remain close sale takemoto nation secur issu plan purchas fairchild current owner schlumberg lt slb includ fairchild main defenc relat divis addit takemoto tension supercomput trade affect sale fairchild make supercomput analyst note fairchild make sophist microchip supercomput fujitsu make similar chip suppli supercomput maker takemoto dismiss fear propos takeov violat antitrust law purchas result fujitsu monopolis semiconductor market separ issu boost pressur block purchas industri analyst move part attempt forc japan open domest market supercomput sale offici repeatedli charg japanes public sector close supercomput sale firm technolog lead field unit state believ japan react bulli a bulli ploy salomon brother asia analyst carol ryavec analyst stake supercomput sale fear lose vital semiconductor industri japanes competitor real issu xenophobia silicon valley tom murtha brokerag jame capel japanes tension semiconductor trade fail subsid recent effort japan ministri intern trade industri miti japanes firm abid a bilater pact aim halt predatori price open japan market a miti offici japan faith abid agreement problem remain halt sale microchip europ southeast asia price set pact a matter time solv problem told reuter furor fujitsu proceed talk acquisit line basic agreement reach schlumberg year a fujitsu spokeswoman told reuter
4666,bank england offer earli money market bank england invit earli round bill offer eas tight condit money market bank estim today liquid shortag 1 10 billion stg bill matur offici hand treasuri bill drain 1 21 billion stg system a rise note circul target banker balanc 265 mln 180 mln bank exchequ transact add a net 535 mln stg
4671,british wheat area ministri censu show a total 1 886 mln hectar sown wheat britain exclud northern ireland decemb 1 1986 1987 crop a ministri agricultur censu show compar 1 925 mln plant period 1985 barley area unchang 952 000 ha oilse rape increas 393 000 333 000 ha
4675,miyazawa current dollar yen rate necessarili satisfactori miyazawa current dollar yen rate necessarili satisfactori
4678,kampuchea rice crop 1986 increas kampuchea harvest mln tonn rice paddi 1986 crop previou year offici spk news agenc yesterday diplomat estim put 1985 harvest mln tonn slightli 800 000 1984 spk kampuchea plan expand plant 1 5 mln 1 93 mln hectar boost rice paddi output 2 5 mln tonn calendar year mln tonn paddi produc 1 3 mln tonn mill rice 1 25 mln tonn kampuchea minimum 7 5 mln peopl
4679,china increas cotton output paper china 1987 cotton output rise 1986 level 3 54 mln tonn suppli fall short increas demand china daili demand 1986 rose 10 9 pct 1985 output 1986 fell 4 15 mln tonn 1985 a record 6 2 mln 1984 offici figur show china daili attribut declin factor includ favor weather condit state measur restrict cotton product 1984 build stock custom figur cotton export rose 558 089 tonn calendar 1986 347 026 1985 increas output quickli state rais 10 pct price pay cotton produc quota level newspap offici purchas agenc buy cotton produc excess origin contract ad china daili cotton grow area south china maintain grow north concentr hebei shandong henan xinjiang call comprehens plan coordin product cotton grain edibl oil crop gave detail
4680,miyazawa present yen necessarili ideal financ minist kiichi miyazawa told a parliamentari session current dollar yen exchang rate necessarili satisfactori japanes economi miyazawa pari currenc accord major industri nation month necessarili yen stay stabl current level futur pari agreement aim stop a rapid fluctuat exchang rate accord stipul current rate reflect fundament nation britain canada franc japan west germani
4681,india cargo rbd olein tender indian state trade corpor stc bought cargo rbd palm olein veget oil import tender yesterday trader late yesterday market report bought cargo busi compris 6 000 tonn cargo march 15 april 15 shipment 355 dlr tonn cif 6 000 tonn 358 dlr cargo a cash basi posit transact a 30 pct counter trade basi trader
4682,money market 478 mln stg earli bank england provid market 478 mln stg earli assist eas a liquid shortag estim 1 10 billion stg made outright purchas mln stg band bank bill 10 3 8 pct 30 mln stg band bank bill 10 5 16 pct addit bought 294 mln stg paper resal market march 30 147 mln stg resal april 8 case interest rate 10 7 16 pct
4686,japan person save soar 1986 japanes person save grew 10 3 pct 1986 1985 help a sharp increas stock invest individu bank japan outstand save decemb 31 1986 total 545 303 billion yen fund invest trust total 21 918 billion yen 37 4 pct a year earlier outstand balanc includ deposit bank post offic 7 4 pct 337 867 billion yen save form insur 18 6 pct 111 431 billion corpor bond invest 7 8 pct 46 867 billion invest trust bank 4 1 pct 27 220 billion
4687,alusuiss share suspend capit cut news trade share schweizerisch aluminium ag alusuiss lt aluz suspend zurich stock exchang today announc compani cut share capit 50 pct bours bours trade resum monday alusuiss bearer share close 490 franc yesterday regist share 170 franc particip certif 45 50
4689,petrobra cancel oil purchas saudi arabia brazil state oil compani petrobra cancel a 40 mln dlr crude oil purchas saudi arabia saudi refus accept credit guarante bank brazil disclos reason a petrobra offici export director carlo santana told report saudi supplier oil impos condit brazil decis halt interest payment commerci debt month shipment 2 2 mln barrel repres day consumpt saudi report longer accept letter credit bank brazil saudi bank brazil obtain credit guarante lead intern bank februari brazil contract buy 125 000 bpd saudi june saudi arabia brazil biggest oil supplier averag 115 000 bpd iraq main supplier 235 000 bpd china 58 000 bpd saudi stop trade relationship dozen offer santana ad santana saudi chang mind decid respect term contract petrobra lift order cancel shipment saudi put similar condit a previou shipment ad telex insist cancel contract buy product santana petrobra threaten cancel contract saudi chang mind decid accept bank brazil credit guarante
4690,mannesmann major stake fichtel a mannesmann ag lt mmwg spokesman compani lodg applic feder cartel offic approv a major stake car part compani lt fichtel und sach ag applic a precautionari move agreement buy a major stake reach mannesmann want buy a 37 5 pct stake fichtel heir ernst wilhelm sach grandson firm founder spokesman declin buy share creat a major stake firm fichtel princip sharehold commerzbank ag lt cbkg 35 01 pct salzgitt ag lt islg 24 98 pct spokesmen declin comment directli possibl sell fichtel share mannesmann mannesmann januari hope a 37 5 pct stake fichtel hold compani sach ag quarter week a spokesman mannesmann a letter intent 37 5 pct stake complet delay legal question surround inherit
4691,schweizerhal fire hit sandoz 1986 profit sandoz ag lt sanz report a percentag rise net profit close doubl figur actual pct novemb warehous fire a senior compani offici offici declin identifi told reuter sandoz made a substanti addit reserv cope consequ accid schweizerhal caus sever pollut rhine sandoz today report comment a rise net profit 541 mln franc previou 529 mln a pct increas dividend 105 franc 250 franc nomin share year began perform januari februari equal period year offici compani expect give fuller detail result a news confer april 22 sandoz insist adequ insur cover liabil aris accid offici addit reserv cover pct claim cover voluntari gestur want compens effect pollut fire sandoz figur claim flow switzerland countri border rhine accid offici final figur cite earlier comment gave detail line fellow chemic giant ciba geigi lt cigz report month sandoz profit turnov hit fall dollar offici sale local currenc term 14 pct market share increas unit state japan offset a 15 pct neg foreign exchang effect produc report pct drop turnov 8 36 billion franc sandoz offici net profit ciba geigi drop 21 pct 1 16 billion franc sale fell 12 pct 15 95 billion franc major swiss chemic compani hoffmann la roch lt hofz report result
4692,alusuiss see break 1987 schweizerisch aluminimum ag lt aluz alusuiss break year cleans balanc sheet 1986 chief execut han jucker threshold profit return forese futur expect 1987 approxim break presuppos industri environ worsen alusuiss longer face burden past loss alusuiss made a net loss 688 mln swiss franc 1986 a restat 756 mln loss 1985 gross sale 5 93 billion franc 8 51 billion net turnov 5 65 billion 8 00 billion alusuiss origin report a 692 mln franc loss 1985 jucker financ director hermann haerri told a news confer manag instal a year ago decid restat previou year account elimin right australian bauxit previous book asset charg alusuiss gross extraordinari charg 1986 698 mln franc 472 mln 1985 106 mln extraordinari incom 1986 remain provis sale maremont corp subsidiari unit state extraordinari gain 1985 jucker loss carri forward 1985 wipe compani remain reserv exceed legal allow level forc alusuiss adopt a 50 pct capit cut approv sharehold april 22 jucker knew sharehold find radic elimin mortgag past pain foundat laid a success compani strategi haerri loss compani liquid strong bank debt cut 2 56 billion franc end 1985 level 3 85 billion cash flow improv substanti 323 mln franc 111 mln repres 5 7 pct turnov a mere 1 4 pct 1985 addit reassur creditor alusuiss arrang major swiss bank union bank switzerland lt sbgz swiss bank corp lt sbvz credit suiss lt crsz convert 300 mln franc credit a subordin loan main sourc loss 1986 book loss cash loss haerri exist credit line a small extent parent compani grant a credit line 200 mln franc a consortium swiss bank cover loan fall due 1987 haerri compani critic maintain bauxit right asset restat account left 1985 account a 756 mln franc loss 692 mln 1984 a 68 mln profit 169 mln 1983 a 217 mln loss 82 mln 1982 a 479 mln loss 179 mln account show 1985 sharehold equiti 1 15 billion franc 1 75 billion similar altern made previou year 1986 loss sharehold equiti stood 895 mln franc
4695,japan corpor profit 1986 quarter current profit japan major firm octob decemb quarter rose pct a year earlier 5 654 billion yen a 2 6 pct year year rise preced quarter financ ministri improv earn result a 22 5 pct profit increas manufactur industri support 88 7 pct rise construct firm a 138 pct gain real estat a ministri survey total sale 15 308 firm capit 10 mln yen respond poll fell pct 217 217 billion yen a 1 2 pct fall previou quarter current profit manufactur industri fourth quarter drop 13 7 pct 2 394 billion yen a 22 1 pct fall preced quarter ministri plant equip invest firm poll fell 3 9 pct 8 004 billion yen compar a 1 4 percent fall previoiu quarter ministri offici survey show japanes economi a delic stage hard econom growth stop deterior economi head a recoveri
4696,lend sudan 57 mln dlr wheat purchas lend sudan 57 mln dlr buy 309 000 tonn wheat 73 000 tonn wheat flour agreement sign agreement sudan receiv 50 mln dlr commod rest sea transport loan repay 40 year includ a 10 year grace period interest pct grace period pct repay period 30 year
4697,alusuiss plan aluminium capac cut schweizerisch aluminium ag lt aluz alusuiss plan drastic cut aluminium smelt capac concentr higher ad product chief execut han jucker elabor plan disclos outlin septemb compani offici current smelt capac 390 000 tonn a year cut 250 000 260 000 tonn 1989 1990 cut made year ago sell ormet corp subsidiari unit state local manag staff alusuiss annual capac 800 000 tonn
4698,canada februari unemploy fall 9 6 pct januari 9 7 pct statist canada canada februari unemploy fall 9 6 pct januari 9 7 pct statist canada
4700,canada februari unemploy 9 6 pct canada februari unemploy rate season adjust fell 9 6 pct 9 7 pct januari statist canada rate 9 8 pct februari year season adjust employ februari 11 777 000 compar 11 747 000 januari unemploy slip 1 252 000 1 255 000
4703,miyazawa present yen necessarili ideal financ minist kiichi miyazawa told a parliamentari session current dollar yen exchang rate necessarili satisfactori japanes economi miyazawa pari currenc accord major industri nation month necessarili yen stay stabl current level futur pari agreement aim stop a rapid fluctuat exchang rate accord stipul current rate reflect fundament nation britain canada franc japan west germani
4708,japan cabinet approv bill gold coin issu cabinet approv a bill make easier govern issu commemor coin a financ ministri offici bill approv parliament effect april 1988 govern issu 1 000 5 000 10 000 yen coin special legisl higher valu coin a special law offici present issu coin 500 yen
4709,japan minist 170 yen intern trade industri minist hajim tamura told a parliamentari session japan small medium size enterpris suffer yen rise stand level 170 yen believ a dollar exchang rate level minu 10 yen 170 yen level agre month pari major industri nation financ minist britain canada franc japan west germani agre februari 22 cooper stabil exchang rate current level dollar close 153 77 yen februari 20
4711,brazilian ship firm settl striker small ship compani reach a pay deal strike seamen union leader brazil 40 000 seamen strike a union spokesman rio de janeiro seamen accept a 120 pct pay offer compani globo flumar 200 employe week strike brazil face a debt crisi delay export badli need earn foreign exchang labour minist almir pazzionotto govern forc a settlement strike rule illeg friday
4712,miyazawa exchang rate stay stabl financ minist kiichi miyazawa told a press confer think exchang rate remain stabl due currenc accord reach pari month major industrialis nation long dollar hover 153 yen agre cooper bring currenc stabil ask comment remark offici call a declin dollar miyazawa presid treasuri secretari make offici statement exchang rate
4713,subroto see oil market continu bullish indonesian energi minist subroto see oil market continu bullish underli demand expect rise year told a press confer jakarta end a day meet south east asian energi minist price stabil 18 dlr a barrel sentiment market bullish continu demand fourth quarter subroto ask prospect oil price stabilis 18 dlr a turbul spot price fluctuat offici price remain 18 dlr ad
4714,opec defend 18 dlr price subroto indonesian energi minist subroto opec deliber product ceil 15 8 mln barrel defend 18 dlr a barrel price target told report energi confer jakarta opec decid maintain price level 18 dlr deliber defend price opec product 15 8 mln moment state ask opec increas product price 18 dlr a barrel decid opec meet june discuss market situat ad a meet opec differenti committe postpon meet elabor committe origin due meet vienna week
4717,bank japan call long term effort trade short term effect foreign exchang rate movement correct intern trade imbal appear wane long term effort requir cut japan chronic depend extern demand bank japan a monthli report japan trade surplu nomin term remain high futur central bank fundament adjust need long japan hope benefit a intern alloc resourc maintain free trade system ad
4719,burmes paddi product lower 1986 87 burma paddi product fell 729 4 mln basket fiscal year 1986 1987 end march 737 3 mln 1985 1986 a cabinet report parliament a basket a local measur equal 46 lb paddi output 1984 1985 699 1 mln basket burma green revolut spark introduct high yield varieti paddi strain mid 1970 appear hit a plateau product level past year economist
4720,money market 168 mln stg bank england provid money market a 168 mln stg assist offset a shortag estim 1 05 billion stg revis 1 10 billion bought 21 mln stg bank bill outright 20 mln band 10 3 8 pct mln band 10 5 16 pct addit bought 98 mln stg bill resal march 30 49 mln stg resal april 8 interest rate 10 7 16 pct rate today earlier today bank provid market assist worth 646 mln stg bank announc rate applic temporari lend facil roll today averag mid market rate lend roll week 10 15 16 pct week 10 5 8 pct
4729,aep industri lt aepi 1st qtr jan 31 net shr 19 ct 32 ct net 586 000 802 000 sale 14 2 mln 15 1 mln avg shr 3 006 372 2 506 250
4732,holm lt hlme 4th qtr net shr 39 ct 1 34 dlr net 1 392 000 4 686 000 sale 81 9 mln 81 7 mln year shr 10 ct 97 ct net 355 000 3 375 000 sale 270 4 mln 272 8 mln note share adjust pct stock dividend januari 1987 pretax net profit 3 052 000 dlr 4 498 000 dlr quarter loss 572 000 dlr profit 2 922 000 dlr year latest year net includ pretax gain 166 000 dlr quarter 4 420 000 dlr year pension plan revers prior year net includ gain 1 549 000 dlr sale properti
4733,boston lt fbc start allegheni lt ag bid boston start previous announc tender offer common share 2 19 dlr cumul prefer share 11 25 dlr convert prefer share allegheni intern 24 60 dlr 20 00 dlr 87 50 dlr a newspap advertis compani offer withdraw rioght expir april extend offer condit receipt a major allegheni vote power a fulli dilut basi receipt third prefer prefer share a merger approv allegheni board remain common prefer prefer share acquir tender price follow offer receipt minimum amount offer give boston suffici vote power assur approv merger affirm vote sharehold compani
4735,court put injunct dutch port redund employ rotterdam port strike hit gener cargo sector serv injunct 7 prevent continu plan 350 redund year employ organis spokesman amsterdam court yesterday rule a legal fault employ redund procedur employ spokesman restart redund procedur afresh week attempt pre empt 7 final court rule port transport union repres paul rosenmul court rule a victori union ad a long disput hit gener cargo sector past week resolv rosenmul a meet sector 4 000 worker afternoon decid action campaign lightn strike began januari 19 protest plan redund 800 start 350 year employ plan meet union propos redund a work practic agreement sector discuss a work agreement port grain sector due resum week stalem agreement close coal ore sector employ spokesman ad
4739,strike close zealand port monday harbour worker strike 24 hour monday effect close zealand port strike deadlock wage negoti a harbour employe worker union spokesman told report ship movement port midnight sunday 1200 hr gmt march 15 load unload involv harbour board worker cook strait ferri provid a vital link zealand north south island run ad
4740,brazilian ship firm settl striker small ship compani reach a pay deal strike seamen late yesterday union leader brazil 40 000 seamen strike a union spokesman rio de janeiro seamen accept a 120 pct pay rais offer compani globo flumar 200 employe week strike brazil face a debt crisi delay export badli need earn foreign exchang labour minist almir pazzionotto govern forc a settlement strike rule illeg friday
4741,portugues februari consum price rise pct portug consum price rose pct month a 1 2 pct increas januari a 1 3 pct rise februari 1986 nation statist institut consum price index base 1976 rose 761 3 753 7 januari compar 695 4 februari 1986 gave a year year februari inflat rate 9 5 pct 9 8 pct januari 12 6 pct februari 1986 measur annual averag rate inflat februari 11 1 pct compar 11 4 pct januari govern forecast annual averag inflat pct year
4742,weather close alexandria port sume oil termin strong wind high sea forc closur egypt main port alexandria a nearbi oil termin port offici tanker load suez mediterranean arab petroleum pipelin sedi kerir southwest stop offici tanker anchorag await improv weather
4743,produc price rose 0 1 pct feb 0 6 pct jan rise produc price rose 0 1 pct feb 0 6 pct jan rise
4744,produc price rise 0 1 pct februari produc price index finish good rose 0 1 pct a season adjust basi februari labor depart increas a 0 6 pct increas produc price januari higher energi price primarili respons increas februari rose a slower pace januari depart finish good index 0 1 pct februari 1986 level season adjust index finish good stood 292 3 1967 base 100 finish good index energi product rose pct februari a 9 8 pct increas januari price increas slow sharpli gasolin home heat oil depart price declin includ a 3 4 pct fall passeng car 1 3 pct light truck januari level reflect expand factori financ rebat discount loan program depart season adjust index finish good stood 292 3 1967 base 100 finish good index energi product rose pct februari a 9 8 pct increas januari price increas slow sharpli gasolin home heat oil depart price declin includ a 3 4 pct fall passeng car 1 3 pct light truck januari level reflect expand factori financ rebat discount loan program depart index consum food fell 0 5 pct a 1 8 pct drop januari veget pork coffe cost index intermedi good rose 0 5 pct a sharp 0 9 pct rise januari depart energi price main reason index intermedi energi 2 7 pct gasolin diesel fuel price pct higher half 10 pct jump record januari durabl manufactur materi index edg 0 1 pct month jump 1 0 pct januari price steel preciou metal copper stabil depart lead zinc price fell hardwood lumber cement cost crude materi index rose 1 8 pct februari a 2 9 pct rise januari crude energi materi 2 6 pct 10 pct rise januari crude petroleum price rose 4 4 pct month a sharp 19 7 pct rise januari price rise acceller log timber tobacco fell cotton metal ore copper aluminum scrap finish good gasolin rose 5 5 pct a 15 7 pct januari increas fuel oil pct februari 18 0 pct increas januari
4745,farwest corp lt ffw 4th qtr loss shr loss 4 22 dlr profit nil net loss 5 568 000 profit 11 000 rev 42 2 mln 37 5 mln year shr loss 3 74 dlr profit 1 02 dlr net loss 4 898 000 profit 1 384 000 rev 139 0 mln 132 7 mln note 1986 net period includ 1 603 000 dlr loss discontinu oper due settlement lawsuit redempt prefer
4747,hemotec lt hemo 4th qtr net shr ct ct net 22 000 58 000 sale 951 000 901 000 year shr ct 12 ct net 88 000 293 000 sale 4 014 000 3 533 000 note net includ tax credit 46 000 dlr 84 000 dlr quarter credit 19 000 dlr provis 37 000 dlr year
4748,servic control bid american servic lt servic control corp start a tender offer share lt american servic corp 37 dlr a newspap advertis compani offer withdraw right expir april extend american servic board approv offer a merger price servic control offer condit receipt 534 806 share holder 534 819 share agre tender share offer grant servic control option buy 37 dlr
4751,dreyer grand lt dryr restat 4rth quarter loss dreyer grand ice cream restat previous report fourth quarter loss 904 000 dlr 13 ct share decid a charg 700 000 dlr provid loss midwest distribut acquir decemb 30 dreyer restat reduc net incom full year 5 914 000 dlr 80 ct share compani restat chang think benefit acquisit futur prospect midwest distribut market dreyer grand previous report 1986 earn 6 614 000 dlr 90 ct share 7 960 000 dlr 1 08 dlr a share month year earn 6 818 000 dlr 92 ct share 6 354 000 dlr 86 ct a share a year
4755,lt turbo resourc year net oper shr ct ct oper shr dilut ct ct oper net 15 mln mln rev 518 mln 622 mln note oper net exclud extraordinari incom mln dlr mln tax loss carryforward offset writedown mln dlr mln oil ga properti asset
4756,vw comment seat loss report a volkswagen ag lt vowg spokesman group comment report greater expect loss spanish subsidiari sociedad espanola de automovil de turismo seat german newspap report werner schmidt seat supervisori board chairman told journalist seat loss 1986 27 billion peseta 386 mln mark doubl origin expect boersen zeitung newspap schmidt vw invest 42 billion peseta seat year year 1995 spend 462 billion spanish unit
4758,benefici corp sell western nation life 275 mln dlr benefici corp sell western nation life 275 mln dlr
4759,gener mill 3rd qtr shr 64 ct 52 ct gener mill 3rd qtr shr 64 ct 52 ct
4761,caesar world board reject martin sosnoff tender caesar world board reject martin sosnoff tender
4763,top discount rate bill tender fall 9 3657 pct top discount rate bill tender fall 9 3657 pct
4765,lt mdi mobil data intern year net oper shr 63 ct 47 ct oper shr dilut 56 ct 38 ct oper net 3 284 955 2 176 925 rev 31 6 mln 23 0 mln note current oper net exclud writedown 344 039 dlr ct a share unidentifi invest
4768,uk money market deficit revis billion stg bank england revis estim today shortfal billion stg take account 646 mln stg morn assist
4769,outokumpu close nickel refineri summer finnish metal mine group outokumpu oy close nickel refineri harjavalta central finland week juli august year due current low price nickel market nickel price bad moment rise slightli januari refineri sale manag pekka purra closur a drop product 3 000 tonn 1987 year output 17 800 tonn closur a move cut labour cost extra staff employ holiday plant open
4770,feb industri product rose 0 5 pct revis 0 1 pct jan gain feb industri product rose 0 5 pct revis 0 1 pct jan gain
4771,feb industri product rose 0 5 pct industri product rose 0 5 pct februari a revis 0 1 pct increas januari feder reserv board fed previous industri product rose 0 4 pct januari fed februari gain domin a sharp rise motor vehicl product boost output consum good busi equip industri product stood 127 3 pct 1977 averag februari 1 7 pct a year ago fed fed revis decemb industri product figur a gain 0 5 pct 0 3 pct origin report manufactur output rose 0 5 pct februari a 0 1 pct increas januari includ gain 0 8 pct durabl 0 1 pct durabl fed manufactur 2 4 pct year ago level product auto assembl rose annual rate 8 3 mln unit month a januari rate 7 5 mln unit output consum good rose 0 6 pct fall 0 3 pct januari output consum durabl 2 1 pct februari fall 2 0 pct januari busi equip product rose 1 0 pct februari reflect output auto truck busi a recoveri strike farm equip industri fed mine output rose 0 1 pct a 1 6 pct increas januari pct lower a year ago util output rose 0 7 pct februari a 1 2 pct rise januari output defens space equip 0 4 pct januari 6 2 pct higher a year ago output construct suppli rose 0 2 pct februari a 1 5 pct januari rise materi output increas 0 2 pct month fourth consecut monthli increas declin 1986 recent strength materi concentr textil paper chemic fed output home good 0 3 pct februari fed product item applianc furnitur continu strong month
4772,caesar world lt caw reject sosnoff offer caesar world board unanim reject a 28 dlr a share takeov offer york investor martin sosnoff caesar sosnoff offer outstand share common stock inadequ interest sharehold compani recommend sharehold reject sosnoff offer made lt mt acquisit corp tender share caesar explor a varieti altern transact elabor caesar a statement seek buy back share held sosnoff a caesar spokesman compani comment decis wednesday sosnoff told secur exchang commiss control 13 6 pct compani stock sosnoff inform sec caesar offer buyout hold time past year sosnoff organ immedi comment caesar financi advisor drexel burnham lambert determin sosnoff offer financi inadequ sharehold sosnoff compani factor consid reject offer financi condit futur prospect current market condit numer condit sosnoff bid condit caesar stock open 1 8 point 28 1 8 1 8 point sosnoff offer price
4773,esselt ab lt esb st 1986 result group profit net interest item 742 mln crown 741 mln sale 11 25 billion crown 10 22 billion estim profit share 10 crown 9 20 propos dividend crown 3 38
4774,conseco lt cnc buy benefici lt bnl unit conseco sign a definit agreement acquir western nation life insur benefici corp 275 mln dlr cash western nation asset 1 9 billion dlr end 1986 1986 premium invest revenu western issu structur settlement annuiti settlement person injuri damag claim sell tax shelter annuiti acquisit subject regulatori approv conseco acquisit rais asset 2 7 billion dlr annual revenu 800 mln dlr benefici previous announc plan leav insur busi march agre principl sell american centenni insur benefici intern insur consolid marin gener insur consolid life assur wesco insur servic gener insur subsidiari a manag led group 98 mln dlr note conting perform unit 10 mln dlr cash conseco 1986 oper earn 4 968 000 dlr revenu 84 9 mln dlr
4775,great american bancorp lt grtb 4th qtr net shr profit ct loss 24 ct net profit 151 000 loss 523 000 12 mth shr loss 1 70 dlr loss 44 ct net loss 3 670 000 loss 947 000 asset 99 7 mln 102 6 mln deposit 91 1 mln 90 6 mln loan 44 3 mln 51 7 mln
4776,koninklijk nederlands papierfabrieken lt knpn net 1986 profit 132 6 mln guilder 117 3 mln turnov 1 6 billion guilder earn share 16 00 guilder 15 80 capit expand 11 pct 8 21 mln outstand share propos dividend share 5 50 guilder 5 00 note full compani koninklijk nederlands papierfabrieken nv
4777,gener mill lt gi 3rd qtr feb 22 net shr 64 ct 52 ct net 56 900 000 46 400 000 sale 1 31 billion 1 13 billion avg shr 88 2 mln 89 3 mln mth shr 2 09 dlr 1 59 dlr net 185 900 000 141 300 000 sale 3 84 billion 3 36 billion avg shr 88 9 mln 89 1 mln note 1986 period end februari 23 prior year amount restat reflect discontinu furnitur oper earn includ gain discontinu oper 1 5 mln dlr ct a share 1986 quarter gain 8 5 mln dlr 10 ct a share fiscal 1987 month 3 0 mln dlr ct a share a year earlier
4778,unoffici strike hit rotterdam grain sector 220 men rotterdam port grain sector stop work afternoon unoffici protest slow progress negoti a work practic agreement a spokesman port transport union fnv negoti union employ due resum earli week stalem union refus accept sweep work hour practic return a 1 5 pct pay increas fnv spokesman action offici back ad week matter
4779,novel lt novl set payment date stock split novel dividend effect previous announc stock split distribut april 13 state time origin announc compani payment made holder record march 31
4780,nortek lt ntk set quarterli qtli div common 2 1 2 ct 2 1 2 ct prior qtli div special common ct ct pay record april
4781,dutch port union call gener cargo strike dutch port transport union fnv call strike plan redund hit rotterdam port gener cargo sector past week strike leader paul rosenmul told a mass meet decis yesterday rule amsterdam court prevent sector employ continu current plan 350 redund year court sit 7 rosenmul told a meet gener cargo sector 4 000 worker today court rule employ made a mistak complic legal procedur obtain offici permiss redund proceed continu strike moment pressur redund lift rosenmul ad strike began januari 19 protest plan 800 redund 1990 resum time 7 employ made move appli permiss redund svz labour relat manag gerrard zeebregt meet lawyer today a view appli permiss week hope gain approv redund a month
4782,nova alberta corp 4th qtr shr loss 15 ct loss 1 09 dlr nova alberta corp 4th qtr shr loss 15 ct loss 1 09 dlr
4783,money market 195 mln stg bank england provid money market a 195 mln stg assist afternoon bring total today 841 mln stg compar a liquid shortag estim a revis billion stg bank bought 176 mln stg band bank bill outright 10 5 16 pct 13 mln stg band bank bill 10 3 8 pct addit bought mln stg bill resal market march 30 mln stg resal april 8 a common interest rate 10 7 16 pct
